,Unnamed: 0,BorrName,BorrStreet,BorrCity,BorrState,BorrZip,CDC_Name,CDC_Street,CDC_City,CDC_State,CDC_Zip,ThirdPartyLender_Name,ThirdPartyLender_City,ThirdPartyLender_State,ThirdPartyDollars,GrossApproval,ApprovalDate,ApprovalFiscalYear,DeliveryMethod,subpgmdesc,InitialInterestRate,TermInMonths,NaicsCode,NaicsDescription,ProjectCounty,ProjectState,BusinessType,LoanStatus,ChargeOffDate,GrossChargeOffAmount,target,Borrgsp,unemploy_bow,unemploy_pro,strdate,SP500,borrCDC,borrthird,borrpro,total,severity,termint,age,CDC_Zip_dm,ThirdPartyDollars_dm,InitialInterestRate_dm,count,diff,target1,target5,age1,age5
30525,40111,34077,795 PROGRESS DRIVE,5826,51,53080,171,295,149,50,53202,0,0,1,0.0,13.244582780038517,2000-07-13,10,0,2,0.0,240,365,40,1032,53,1,PIF,,0.0,0,12.103707638852146,3.5416666666666665,3.5416666666666665,2000/07/13,7.311111475565468,1,0,1,565000.0,0.0,1,4586,0,1,1,1,2043,0,0,2408,3869
16579,20272,41041,6750 BRENTWOOD BLVD.,661,4,94513,178,221,213,5,94133,0,0,1,0.0,13.426904041847699,1996-07-23,6,0,2,0.0,240,0,0,334,5,2,PIF,,0.0,0,13.779040019611086,7.258333333333335,7.258333333333335,1996/07/23,6.442333130706563,1,0,1,678000.0,0.0,1,6037,0,1,1,1,3494,0,0,3859,5320
27040,34936,42400,7863 LA MESA BLVD. STE 201,3342,4,91941,38,146,212,5,92106,0,0,1,0.0,12.160033942617154,1999-06-11,9,2,2,0.0,240,0,0,1218,5,1,PIF,,0.0,0,14.03632660273537,5.233333333333333,5.233333333333333,1999/06/11,7.165987954794862,1,0,1,191000.0,0.0,1,4984,0,1,1,1,2441,0,0,2806,4267
31252,41304,13730,1401 EAST LAMBERT ROAD,3338,4,90631,38,146,212,5,92106,0,0,1,0.0,13.70122253263775,2000-09-29,10,2,2,0.0,240,0,0,1013,5,3,PIF,,0.0,0,14.127808654707765,4.958333333333333,4.958333333333333,2000/09/29,7.270667736125523,1,0,1,892000.0,0.0,1,4508,0,1,1,1,1965,0,0,2330,3791
24447,31183,6722,110 HANCOCK ST.,640,20,2184,185,236,259,20,1880,0,0,1,0.0,12.061052653810028,1998-09-21,8,3,3,0.0,240,521,0,981,21,1,PIF,,0.0,0,12.425831274453024,3.2916666666666674,3.2916666666666674,1998/09/21,6.932340583376166,1,0,1,173000.0,0.0,1,5247,0,1,1,1,2704,0,0,3069,4530
47431,78808,92,7631 DAHLIA STREET,1292,5,80022,72,245,63,6,80202,963,748,10,12.006083939682453,11.362114203075018,2006-01-06,16,3,3,0.0,240,87,683,6,6,1,PIF,,0.0,0,12.351068259625686,4.308333333333334,4.308333333333334,2006/01/06,7.159641727739242,1,1,1,249747.0,0.0,1,2583,0,0,1,1,40,0,0,405,1866
32458,43245,47511,258 MARIAH CIRCLE,1350,4,92879,38,146,212,5,92106,0,0,1,0.0,13.768419998647904,2001-03-16,11,3,3,0.0,240,335,315,1155,5,1,PIF,,0.0,0,14.140569481237971,5.433333333333334,5.433333333333334,2001/03/16,7.048846797079634,1,0,1,954000.0,0.0,1,4340,0,1,1,1,1797,0,0,2162,3623
7507,8741,24923,"P.O. BOX 376, EAST HWY 60",5564,25,65742,230,176,112,25,65109,0,0,1,0.0,11.759793355371235,1994-03-18,4,0,2,0.0,240,315,222,1460,26,3,PIF,,0.0,0,11.779647145174565,5.058333333333334,5.058333333333334,1994/03/18,6.157106091913984,1,0,1,128000.0,0.0,1,6895,0,1,1,1,4352,0,0,4717,6178
6260,7225,16946,25505 WEST 12 MILE ROAD,6124,23,48304,201,121,263,23,48328,0,0,1,0.0,12.936036208848488,1993-09-28,3,0,2,0.0,240,0,0,990,24,1,PIF,,0.0,0,12.32992169014092,7.250000000000001,7.250000000000001,1993/09/28,6.136711417551688,1,0,1,415000.0,0.0,1,7066,0,1,1,1,4523,0,0,4888,6349
20746,25988,23427,1400 LYTTLE ROAD,6646,36,45373,86,57,62,36,45402,0,0,1,0.0,12.793862088206213,1997-08-29,7,0,2,0.0,240,0,0,897,37,1,CHGOFF,2009-04-07,265742.0,1,12.714325662980428,4.641666666666667,4.641666666666667,1997/08/29,6.802916817030559,1,0,1,360000.0,0.7381722222222222,1,4239,0,1,1,1,3092,0,1,3457,4918
26137,33646,26298,720 RANSDELL ROAD,3521,16,46052,141,216,109,16,46240,0,0,1,0.0,13.188152990599756,1999-03-18,9,0,2,0.0,240,233,809,140,17,1,CHGOFF,2002-09-23,0.0,1,12.170971754244526,3.0416666666666674,3.0416666666666674,1999/03/18,7.183529267549784,1,0,1,534000.0,0.0,1,1285,0,1,1,1,2526,1,1,2891,4352
33810,45573,44693,1251 COLUMBUS PIKE,1588,36,43016,74,306,55,36,43215,0,0,1,0.0,13.561909087824318,2001-08-07,11,3,3,0.0,240,1022,426,400,37,1,PIF,,0.0,0,12.888218280404196,4.3,4.3,2001/08/07,7.0945667609593475,1,0,1,776000.0,0.0,1,4196,0,1,1,1,1653,0,0,2018,3479
24267,30908,20152,97 BANKSVILLE ROAD,406,35,10506,105,233,5,35,12207,0,0,1,0.0,13.228525371792252,1998-08-31,8,0,2,0.0,240,0,0,1013,36,1,PIF,,0.0,0,13.521441062624573,5.6083333333333325,5.6083333333333325,1998/08/31,6.8651400411033405,1,0,1,556000.0,0.0,1,5268,0,1,1,1,2725,0,0,3090,4551
1944,2261,10343,P.O. BOX 2126,4559,35,14302,159,0,0,0,0,0,0,1,0.0,11.652696102959752,1991-07-03,1,0,2,0.0,240,0,0,974,36,1,PIF,,0.0,0,13.117023143704712,7.249999999999999,7.249999999999999,1991/07/03,5.925137726582469,0,0,1,115000.0,0.0,1,7884,1,1,1,1,5341,0,0,5706,7167
34782,47326,9384,21271 HWY. 231 NORTH,5055,1,35125,5,46,29,2,35209,0,0,1,0.0,12.323860125621126,2001-12-04,12,0,2,0.0,240,1060,371,1192,2,1,PIF,,0.0,0,11.758169393886194,5.899999999999999,5.899999999999999,2001/12/04,7.043858404739357,1,0,1,225000.0,0.0,1,4077,0,1,1,1,1534,0,0,1899,3360
39706,57480,31132,211 WEST FOOTHILL BLVD.,2406,4,91741,41,218,61,5,95616,2316,1303,50,12.40390249141578,12.220966184120163,2003-08-05,13,2,2,0.0,240,868,613,813,5,1,PIF,,0.0,0,14.239008754802114,6.799999999999998,6.799999999999998,2003/08/05,6.873639934109491,1,0,1,446750.0,0.0,1,3468,0,0,1,1,925,0,0,1290,2751
20733,25969,35722,"12504 E. MAIN,",6151,50,99216,196,307,226,49,99212,0,0,1,0.0,11.87757552297847,1997-08-27,7,0,2,0.0,240,817,556,1296,52,2,PIF,,0.0,0,12.098712910542268,4.941666666666666,4.941666666666666,1997/08/27,6.818596155781374,1,0,1,144000.0,0.0,1,5637,0,1,1,1,3094,0,0,3459,4920
42537,64658,11167,1263 OAK STREET,1989,38,97401,51,4,208,38,97301,2207,1216,44,13.091906231773164,12.901719200051186,2004-06-22,14,0,2,0.0,240,821,892,765,39,1,PIF,,0.0,0,11.822169645335707,7.283333333333334,7.283333333333334,2004/06/22,7.034749128111702,1,1,1,886000.0,0.0,1,3146,0,0,1,1,603,0,0,968,2429
5236,6012,50035,ROUTE B,1278,25,65201,107,311,54,25,65201,0,0,1,0.0,12.025755079404915,1993-04-29,3,0,2,0.0,240,0,0,140,26,1,PIF,,0.0,0,11.686093589969266,6.2250000000000005,6.2250000000000005,1993/04/29,6.086524729756532,1,0,1,167000.0,0.0,1,7218,0,1,1,1,4675,0,0,5040,6501
16528,20211,14341,400 PRINCETON BLVD,25,10,30103,47,272,16,11,30339,0,0,1,0.0,13.051943059028227,1996-07-19,6,0,2,0.0,240,0,0,94,11,1,PIF,,0.0,0,12.301337369755954,4.683333333333334,4.683333333333334,1996/07/19,6.461046181076234,1,0,1,466000.0,0.0,1,6041,0,1,1,1,3498,0,0,3863,5324
8249,9627,1250,1590 99TH LANE NE,541,24,55449,56,103,13,24,55304,0,0,1,0.0,12.487488878546145,1994-06-06,4,0,2,0.0,240,0,0,38,25,1,PIF,,0.0,0,11.761098742777241,4.058333333333334,4.058333333333334,1994/06/06,6.1309655967579415,1,0,1,265000.0,0.0,1,6815,0,1,1,1,4272,0,0,4637,6098
14962,18173,41836,11390 AMALGAM WAY,5381,4,95670,231,329,63,6,80202,0,0,1,0.0,12.001511614739403,1996-03-27,6,0,2,0.0,240,67,868,1187,5,1,PIF,,0.0,0,13.779040019611086,7.258333333333335,7.258333333333335,1996/03/27,6.476833850220323,0,0,1,163000.0,0.0,1,6155,0,1,1,1,3612,0,0,3977,5438
29688,38834,29284,1274 ANVILWOOD AVENUE,6369,4,94089,178,221,213,5,94133,0,0,1,0.0,13.815511557963774,2000-03-29,10,2,2,0.0,240,410,296,1237,5,1,PIF,,0.0,0,14.127808654707765,4.958333333333333,4.958333333333333,2000/03/29,7.319547011728702,1,0,1,1000000.0,0.0,1,4692,0,1,1,1,2149,0,0,2514,3975
16822,20581,18042,1170 CALL CREEK PLACE,5204,14,83201,101,93,184,14,83201,0,0,1,0.0,12.445093483000797,1996-08-08,6,0,2,0.0,240,971,615,82,15,1,PIF,,0.0,0,10.272136520852564,5.300000000000002,5.300000000000002,1996/08/08,6.497664529571653,1,0,1,254000.0,0.0,1,6021,0,1,1,1,3478,0,0,3843,5304
22799,28866,29593,"3636 KERN WAY,",7387,50,98907,110,67,218,49,98168,0,0,1,0.0,11.938199736300927,1998-04-14,8,0,2,0.0,240,0,0,1510,52,3,PIF,,0.0,0,12.255843281261187,4.775,4.775,1998/04/14,7.018177960232228,1,0,1,153000.0,0.0,1,5407,0,1,1,1,2864,0,0,3229,4690
31128,41077,43990,WALPOLE RIVER ROAD,7141,31,3467,119,321,188,31,3801,0,0,1,0.0,11.827743504053695,2000-09-27,10,0,2,0.0,240,1050,670,267,32,2,PIF,,0.0,0,10.71943847720932,2.6750000000000003,2.6750000000000003,2000/09/27,7.263728939278967,1,0,1,137000.0,0.0,1,4510,0,1,1,1,1967,0,0,2332,3793
35656,48975,11826,6595 PEACHTREE INDUSTRIAL BL,231,10,30318,117,179,16,11,30305,0,0,1,0.0,13.367661298303675,2002-03-28,12,0,2,0.0,240,520,420,687,46,1,PIF,,0.0,0,12.697503194939005,4.999999999999999,5.174999999999999,2002/03/28,7.046116253503432,1,0,0,639000.0,0.0,1,3963,0,1,1,1,1420,0,0,1785,3246
25099,32170,23203,14100 PARKE LONG COURT,1057,47,20151,35,198,79,47,22030,0,0,1,0.0,12.528159767881132,1998-12-01,9,2,2,0.0,240,0,0,469,49,1,PIF,,0.0,0,12.428413074427896,2.7500000000000004,2.7500000000000004,1998/12/01,7.070112220010487,1,0,1,276000.0,0.0,1,5176,0,1,1,1,2633,0,0,2998,4459
18438,22855,6628,5455 WEST LEO PARK ROAD,7075,46,84088,179,150,210,46,84109,0,0,1,0.0,11.326607934898927,1996-12-10,7,0,2,0.0,240,116,368,1213,48,1,PIF,,0.0,0,10.918951900614786,3.1916666666666664,3.1916666666666664,1996/12/10,6.618124613255018,1,0,1,83000.0,0.0,1,5897,0,1,1,1,3354,0,0,3719,5180
47202,78065,4490,1159 HWY 231 SOUTH,3359,1,35761,5,46,29,2,35209,1614,328,4,11.824087219587646,11.542493975902508,2005-12-07,16,0,2,0.0,240,1029,370,934,2,2,CHGOFF,2011-08-30,41269.0,1,12.006734728191226,4.066666666666666,4.066666666666666,2005/12/07,7.137572507689934,1,1,1,239500.0,0.17231315240083508,1,2092,0,0,1,1,70,0,0,435,1896
10804,12907,19128,4908 S.W. 8TH STREET,1331,9,33134,112,275,122,10,33467,0,0,1,0.0,12.144202560946875,1995-03-31,5,0,2,0.0,240,0,0,373,10,1,PIF,,0.0,0,12.756942297278911,5.5166666666666675,5.5166666666666675,1995/03/31,6.21802224558333,1,0,1,188000.0,0.0,1,6517,0,1,1,1,3974,0,0,4339,5800
29780,38968,4666,280 YORK ST.,7397,22,3909,71,333,187,22,4101,0,0,1,0.0,11.502885230075815,2000-04-11,10,0,2,0.0,240,0,0,1520,23,1,PIF,,0.0,0,10.514393777712163,3.358333333333334,3.358333333333334,2000/04/11,7.314279803044326,1,0,1,99000.0,0.0,1,4679,0,1,1,1,2136,0,0,2501,3962
12279,14758,49824,1416 U. STREET N.W.,6947,7,20009,78,232,262,8,20005,0,0,1,0.0,12.556733038263905,1995-08-16,5,0,2,0.0,240,0,0,417,8,1,PIF,,0.0,0,10.759919993887005,8.750000000000002,8.750000000000002,1995/08/16,6.329667376460807,1,0,1,284000.0,0.0,1,6379,0,1,1,1,3836,0,0,4201,5662
3502,4028,3612,1629 CROSS BEAM DRIVE,1068,28,28217,61,58,46,28,28204,0,0,1,0.0,12.82396003700373,1992-06-22,2,0,2,0.0,240,374,973,885,29,1,PIF,,0.0,0,11.978783011079507,6.041666666666668,6.041666666666668,1992/06/22,6.002404472309522,1,0,1,371000.0,0.0,1,7529,0,1,1,1,4986,0,0,5351,6812
32129,42710,12127,19368 HEITLE WAY,5302,24,55372,235,197,15,24,55112,0,0,1,0.0,13.186278579318829,2001-02-06,11,0,2,0.0,240,1029,370,374,25,1,PIF,,0.0,0,12.178945509390747,3.775,3.775,2001/02/06,7.2102717826569345,1,0,1,533000.0,0.0,1,4378,0,1,1,1,1835,0,0,2200,3661
39399,56807,43278,2721 BUFFALO GAP,10,45,79601,85,191,3,45,79602,845,4,53,11.271567025235115,10.950824090522444,2003-07-01,13,0,2,0.0,240,972,614,1346,47,2,PIF,,0.0,0,13.62889828921716,6.691666666666666,6.691666666666666,2003/07/01,6.890934608370534,1,1,1,135555.0,0.0,1,3503,0,0,1,1,960,0,0,1325,2786
26390,34019,14875,7050 FRIARS ROAD,5721,4,92111,38,146,212,5,92106,0,0,1,0.0,13.051943059028227,1999-04-13,9,2,2,0.0,240,884,242,1218,5,1,PIF,,0.0,0,14.03632660273537,5.233333333333333,5.233333333333333,1999/04/13,7.20846705446695,1,0,1,466000.0,0.0,1,5043,0,1,1,1,2500,0,0,2865,4326
31088,41007,12180,12333 SARATOGA-SUNNYVALE RD,5805,4,95070,178,221,213,5,94133,0,0,1,0.0,13.717898831632498,2000-09-25,10,3,3,0.0,240,49,910,1237,5,1,PIF,,0.0,0,14.127808654707765,4.958333333333333,4.958333333333333,2000/09/25,7.272419245824838,1,0,1,907000.0,0.0,1,4512,0,1,1,1,1969,0,0,2334,3795
37845,53451,47304,106 BREMER AVENUE,1250,51,54730,294,6,154,50,53716,0,0,1,0.0,12.144202560946875,2002-12-30,13,2,2,0.0,240,204,49,434,53,1,PIF,,0.0,0,12.221629507601836,5.7,5.7,2002/12/30,6.780365008152281,1,0,1,188000.0,0.0,1,3686,0,1,1,1,1143,0,0,1508,2969
2620,3027,16265,3000 EAST CRESCENTVILLE ROAD,7049,36,45069,2,285,130,36,45044,0,0,1,0.0,12.706850963741102,1991-12-04,2,0,2,0.0,240,0,0,188,37,1,PIF,,0.0,0,12.431815216464967,7.358333333333333,7.358333333333333,1991/12/04,5.942983103654405,1,0,1,330000.0,0.0,1,7730,0,1,1,1,5187,0,0,5552,7013
29585,38677,5606,1701 N. PARK DR.,7271,3,86047,32,178,248,4,85711,0,0,1,0.0,13.671641342278313,2000-03-16,10,0,2,0.0,240,1022,426,956,4,1,PIF,,0.0,0,12.011350113505573,3.975,3.975,2000/03/16,7.285828615228102,1,0,1,866000.0,0.0,1,4705,0,1,1,1,2162,0,0,2527,3988
28143,36570,35324,3145 FOLSOM BLVD,5673,4,95816,231,329,63,6,80202,0,0,1,0.0,12.938442943086665,1999-09-24,9,3,3,0.0,240,1029,370,1187,5,1,PIF,,0.0,0,14.03632660273537,5.233333333333333,5.233333333333333,1999/09/24,7.1533332736773225,0,0,1,416000.0,0.0,1,4879,0,1,1,1,2336,0,0,2701,4162
11227,13423,37141,403 DAVIS STREET,6831,47,23462,275,235,165,47,23510,0,0,1,0.0,11.976665770490769,1995-05-12,5,0,2,0.0,240,0,0,1421,49,1,PIF,,0.0,0,12.13477318734482,4.525000000000001,4.525000000000001,1995/05/12,6.266346271036746,1,0,1,159000.0,0.0,1,6475,0,1,1,1,3932,0,0,4297,5758
18071,22346,48912,1348 W HERNDON,2250,4,93711,53,241,88,5,93711,0,0,1,0.0,12.29225492891667,1996-09-30,6,0,2,0.0,240,872,81,503,5,3,PIF,,0.0,0,13.779040019611086,7.258333333333335,7.258333333333335,1996/09/30,6.5342683987977415,1,0,1,218000.0,0.0,1,5968,0,1,1,1,3425,0,0,3790,5251
43325,66831,48188,1121 7TH STREET,4761,4,94607,44,80,213,5,94111,508,809,9,13.34550852871726,13.153863982446316,2004-09-20,14,2,2,0.0,240,739,381,15,5,1,PIF,,0.0,0,14.30545032275043,6.208333333333332,6.208333333333332,2004/09/20,7.023936989646191,1,1,1,1141000.0,0.0,1,3056,0,0,1,1,513,0,0,878,2339
42176,63658,13628,6750 GREENVILLE AVENUE,1516,45,75231,122,190,250,45,75701,463,992,41,0.0,13.61827960646062,2004-05-11,14,0,2,0.0,240,678,217,376,47,1,CHGOFF,2008-02-05,799410.0,1,13.717149930271034,5.9416666666666655,5.9416666666666655,2004/05/11,6.999832922493364,1,0,1,821000.0,0.973702801461632,1,1365,0,1,1,1,645,0,1,1010,2471
18869,23444,10262,"3181 CLEVELAND AVE, UNIT C",5793,4,95403,21,101,260,5,94596,0,0,1,0.0,11.695255355062795,1997-01-31,7,0,2,0.0,240,0,0,1292,5,1,PIF,,0.0,0,13.8519313935776,6.3583333333333325,6.3583333333333325,1997/01/31,6.668431497138365,1,0,1,120000.0,0.0,1,5845,0,1,1,1,3302,0,0,3667,5128
39385,56782,13899,18131 COIT ROAD,1516,45,75252,192,261,183,45,75074,345,577,49,14.235864935380425,13.755761615129064,2003-06-30,13,0,2,0.0,240,685,107,321,47,1,CHGOFF,2013-04-19,782253.0,1,13.62889828921716,6.691666666666666,6.691666666666666,2003/06/30,6.8829501600631655,1,0,1,2464500.0,0.3174083992696287,1,3581,0,0,1,1,961,0,0,1326,2787
8384,9787,24559,2775 SNELLING AVENUE NORTH,5596,24,55113,235,197,15,24,55112,0,0,1,0.0,12.323860125621126,1994-06-17,4,0,2,0.0,240,1038,379,1125,25,1,PIF,,0.0,0,11.761098742777241,4.058333333333334,4.058333333333334,1994/06/17,6.130030148065077,1,0,1,225000.0,0.0,1,6804,0,1,1,1,4261,0,0,4626,6087
19573,24394,16531,1193 ODDSTAD DRIVE,5433,4,94063,178,221,213,5,94133,0,0,1,0.0,12.641099792120599,1997-04-29,7,0,2,0.0,240,885,194,1225,5,1,PIF,,0.0,0,13.8519313935776,6.3583333333333325,6.3583333333333325,1997/04/29,6.678404990665015,1,0,1,309000.0,0.0,1,5757,0,1,1,1,3214,0,0,3579,5040
45011,71514,34168,1104 NW 2ND STREET,3797,43,57042,252,281,180,43,57501,1817,831,50,13.444448325847757,13.124363376072994,2005-04-18,15,0,2,0.0,240,691,378,757,45,1,PIF,,0.0,0,10.330727198655119,3.8,3.8,2005/04/18,7.044887662748621,1,1,1,1191000.0,0.0,1,2846,0,0,1,1,303,0,0,668,2129
7966,9283,22871,3080 22ND SE,5695,38,97302,51,4,208,38,97301,0,0,1,0.0,12.498745990829315,1994-05-05,4,0,2,0.0,240,501,934,851,39,1,PIF,,0.0,0,11.230484301597539,5.441666666666666,5.441666666666666,1994/05/05,6.114522545652489,1,0,1,268000.0,0.0,1,6847,0,1,1,1,4304,0,0,4669,6130
4325,4963,4294,"HANGER 14, OMEGA DRIVE",5819,15,62206,245,145,227,15,62704,0,0,1,0.0,13.815511557963774,1992-11-10,3,0,2,0.0,240,0,0,1192,16,1,PIF,,0.0,0,12.676325931109176,7.458333333333332,7.458333333333332,1992/11/10,6.0393495279130125,1,0,1,1000000.0,0.0,1,7388,0,1,1,1,4845,0,0,5210,6671
612,715,39301,1550 VICTORIA AVE.,5717,4,92410,41,218,61,5,95616,0,0,1,0.0,11.678448377988165,1990-06-22,0,0,2,0.0,240,0,0,1217,5,2,PIF,,0.0,0,13.558630527556053,5.783333333333334,5.783333333333334,1990/06/22,5.8761378474991055,1,0,1,118000.0,0.0,1,8260,0,1,1,1,5717,0,0,6082,7543
22348,28244,25675,1848 BREVARD RD,213,28,28804,20,181,267,28,28787,0,0,1,0.0,12.111767460549332,1998-03-04,8,0,2,0.0,240,0,0,181,29,2,PIF,,0.0,0,12.412713981193006,3.45,3.45,1998/03/04,6.95495365883962,1,0,1,182000.0,0.0,1,5448,0,1,1,1,2905,0,0,3270,4731
16415,20071,45342,3311 HUBBARD ROAD,3454,21,20785,213,22,124,21,20776,0,0,1,0.0,12.025755079404915,1996-07-11,6,0,2,0.0,240,0,0,1110,22,1,PIF,,0.0,0,11.884655214488427,5.033333333333333,5.033333333333333,1996/07/11,6.4718360917266295,1,0,1,167000.0,0.0,1,6049,0,1,1,1,3506,0,0,3871,5332
2821,3261,3413,EL RANCHO DRIVE,6138,34,89433,184,88,125,34,89144,0,0,1,0.0,13.134293924552233,1992-01-22,2,0,2,0.0,240,0,0,1448,35,1,PIF,,0.0,0,10.492734262165131,6.650000000000001,6.650000000000001,1992/01/22,6.038181146259978,1,0,1,506000.0,0.0,1,7681,0,1,1,1,5138,0,0,5503,6964
16462,20135,18271,11890-G OLD BALTIMORE PIKE,454,21,20705,169,72,93,21,21061,0,0,1,0.0,12.706850963741102,1996-07-15,6,0,2,0.0,240,61,288,1110,22,1,PIF,,0.0,0,11.884655214488427,5.033333333333333,5.033333333333333,1996/07/15,6.4469888360654215,1,0,1,330000.0,0.0,1,6045,0,1,1,1,3502,0,0,3867,5328
10055,11915,48096,721 WEST CENTER STREET,4662,46,84054,179,150,210,46,84109,0,0,1,0.0,12.310437165348775,1994-12-21,5,0,2,0.0,240,0,0,386,48,1,PIF,,0.0,0,10.752513918197002,3.5,3.5,1994/12/21,6.13255166539738,1,0,1,222000.0,0.0,1,6617,0,1,1,1,4074,0,0,4439,5900
1024,1208,28699,250 N. VINEDO AVE.,5014,4,91107,150,222,120,5,90631,0,0,1,0.0,12.706850963741102,1990-09-28,0,0,2,0.0,240,0,0,813,5,1,PIF,,0.0,0,13.558630527556053,5.783333333333334,5.783333333333334,1990/09/28,5.727010561693826,1,0,1,330000.0,0.0,1,8162,0,1,1,1,5619,0,0,5984,7445
47344,78497,2867,10770 VINECREST DRIVE,2936,45,77086,138,187,107,45,77027,539,344,53,13.268454811435106,13.083624628087813,2005-12-22,16,0,2,0.0,240,879,971,601,47,1,PIF,,0.0,0,13.897363226669668,4.891666666666667,4.891666666666667,2005/12/22,7.146079021951638,1,1,1,1059650.0,0.0,1,2598,0,0,1,1,55,0,0,420,1881
755,889,12044,1351-1349 HIGHWAY 61,1434,25,63050,103,247,103,25,63050,0,0,1,0.0,13.334245354561494,1990-07-31,0,0,2,0.0,240,0,0,687,26,1,PIF,,0.0,0,11.547971128566857,5.8500000000000005,5.8500000000000005,1990/07/31,5.878155844801317,1,0,1,618000.0,0.0,1,8221,0,1,1,1,5678,0,0,6043,7504
19507,24304,35035,7380 S. EASTERN AVE #10,3479,34,89123,184,88,125,34,89144,0,0,1,0.0,12.468440756144116,1997-04-22,7,0,2,0.0,240,910,1016,293,35,1,PIF,,0.0,0,10.993196994880881,4.391666666666667,4.391666666666667,1997/04/22,6.6536497971897015,1,0,1,260000.0,0.0,1,5764,0,1,1,1,3221,0,0,3586,5047
30129,39476,16755,5004 TAMPA WEST BLVD,6499,9,33634,269,286,240,10,33617,0,0,1,0.0,13.036807667689546,2000-05-25,10,0,2,0.0,240,767,229,629,10,1,CHGOFF,2008-04-09,210702.0,1,13.101117473084756,3.7166666666666672,3.7166666666666672,2000/05/25,7.231663214304299,1,0,1,459000.0,0.4590457516339869,1,2876,0,1,1,1,2092,0,1,2457,3918
25908,33312,22784,1101 BUSINESS PARKWAY SOUTH,7139,21,21157,169,72,93,21,21061,0,0,1,0.0,13.11029282045951,1999-02-22,9,2,2,0.0,240,0,0,223,22,1,PIF,,0.0,0,12.10186701828748,3.558333333333333,3.558333333333333,1999/02/22,7.149241580725957,1,0,1,494000.0,0.0,1,5093,0,1,1,1,2550,0,0,2915,4376
27668,35833,38794,9204 VENTURE COURT,3834,47,20111,35,198,79,47,22030,0,0,1,0.0,12.637858308703688,1999-08-05,9,2,2,0.0,240,59,785,840,49,1,PIF,,0.0,0,12.428413074427896,2.7500000000000004,2.7500000000000004,1999/08/05,7.1813713583073095,1,0,1,308000.0,0.0,1,4929,0,1,1,1,2386,0,0,2751,4212
3839,4413,9620,4632 10TH AVENUE NORTH,520,1,35212,258,296,156,2,36117,0,0,1,0.0,11.39640288460621,1992-08-14,2,0,2,0.0,240,0,0,687,2,1,CHGOFF,1996-02-21,0.0,1,11.305422706245567,7.566666666666669,7.566666666666669,1992/08/14,6.0424190436100105,1,0,1,89000.0,0.0,1,1286,0,1,1,1,4933,1,1,5298,6759
460,537,24712,2329 ALTADENA CREST DRIVE,520,1,35242,5,46,29,2,35209,0,0,1,0.0,12.049424683420913,1990-05-14,0,0,2,0.0,240,1045,142,1270,2,1,CHGOFF,1997-02-04,0.0,1,11.179003972433577,6.791666666666668,6.791666666666668,1990/05/14,5.8742282369699605,1,0,1,171000.0,0.0,1,2458,0,1,1,1,5756,1,1,6121,7582
24372,31066,41202,29228 CTY ROAD 53 BLVD,5421,24,55066,257,127,199,24,55904,0,0,1,0.0,12.479913113434042,1998-09-10,8,0,2,0.0,240,14,417,541,25,1,PIF,,0.0,0,12.021510781120071,2.6750000000000003,2.6750000000000003,1998/09/10,6.8887661227686205,1,0,1,263000.0,0.0,1,5258,0,1,1,1,2715,0,0,3080,4541
20886,26186,18006,"2301 HAREN DRIVE, BLDG # 1",2762,34,89014,188,269,125,34,89101,0,0,1,0.0,11.944714374881176,1997-09-12,7,0,2,0.0,240,0,0,293,35,1,PIF,,0.0,0,10.993196994880881,4.391666666666667,4.391666666666667,1997/09/12,6.8296964062894086,1,0,1,154000.0,0.0,1,5621,0,1,1,1,3078,0,0,3443,4904
23606,29966,40952,3799 STATE ROAD 62W,5785,16,47601,141,216,109,16,46240,0,0,1,0.0,12.445093483000797,1998-06-29,8,0,2,0.0,240,0,0,1295,17,1,PIF,,0.0,0,12.125855047564222,3.083333333333333,3.083333333333333,1998/06/29,7.038336064092525,1,0,1,254000.0,0.0,1,5331,0,1,1,1,2788,0,0,3153,4614
33366,44805,18025,9063 WARNER AVENUE,2211,4,92708,38,146,212,5,92106,0,0,1,0.0,13.447342679685466,2001-06-21,11,0,2,0.0,240,1045,142,1013,5,1,PIF,,0.0,0,14.140569481237971,5.433333333333334,5.433333333333334,2001/06/21,7.1212847944016895,1,0,1,692000.0,0.0,1,4243,0,1,1,1,1700,0,0,2065,3526
9410,11078,43763,474 ROLAND WAY,4761,4,94621,178,221,213,5,94133,0,0,1,0.0,12.818554633046093,1994-09-30,4,0,2,0.0,240,67,868,15,5,1,PIF,,0.0,0,13.666268975443694,8.591666666666667,8.591666666666667,1994/09/30,6.1392593374236535,1,0,1,369000.0,0.0,1,6699,0,1,1,1,4156,0,0,4521,5982
25089,32152,6802,7039 SUNSET BLVD.,2877,4,90028,41,218,61,5,95616,0,0,1,0.0,13.149980489960699,1998-11-30,9,0,2,0.0,240,882,398,813,5,1,PIF,,0.0,0,14.03632660273537,5.233333333333333,5.233333333333333,1998/11/30,7.060158723282017,1,0,1,514000.0,0.0,1,5177,0,1,1,1,2634,0,0,2999,4460
